id	box	folder	series	series_no	title	author	publisher	citation	book_id	series_id
28-18	28	18	Histoires à jouer - Sherlock Holmes		Dragon de Limehouse, Le			Dragon de Limehouse, Le. Author: François Lejoyeux, Pierre Lejoyeux. Publisher: Presses pocket, 1987. ISBN: 226602051X. Publisher series no: 708. Book ID: 4736. 500 sections.	4736	708
28-19	28	19	Histoires à jouer - Missions spéciales		Réseau Odessa			Réseau Odessa. Author: Fabrice Cayla, Jean-Pierre Pecau. Publisher: Librairie Générale Française, 1988. Publisher series no: 678. Book ID: 4581.	4581	678
28-20	28	20	Histoires à jouer - Quatrième dimension		Voyageur égaré, Le			Voyageur égaré, Le. Author: Fabrice Cayla, Jean-Pierre Pecau. Publisher: Librairie Générale Française, 1988. Publisher series no: 679. Book ID: 4585.	4585	679
28-21	28	21	Histoires à jouer - Missions spéciales		Prisonnier, Le			Prisonnier, Le. Author: Pierre Rosenthal. Publisher: Librairie Générale Française, 1988. Publisher series no: 678. Book ID: 4583.	4583	678
28-22	28	22	Histoires à jouer - A travers les siècles		Soldats de l'ombre, Les			Soldats de l'ombre, Les. Author: Fabrice Cayla, Jean-Pierre Pecau. Publisher: Librairie Générale Française, 1988. ISBN: 2253046329. Publisher series no: 715. Book ID: 4777. 285 sections.	4777	715
28-23	28	23	Histoires à jouer - A travers les siècles		Révolte de Spartacus, La			Révolte de Spartacus, La. Author: Jacques Denoyelle, Pascale Putegnat. Publisher: Librairie Générale Française, 1988. ISBN: 2253046337. Publisher series no: 715. Book ID: 4776. 224 sections.	4776	715
28-24	28	24	Histoires à jouer - Sherlock Holmes		Meurtre dans l'Orient-Express			Meurtre dans l'Orient-Express. Author: Dominique Dupuis. Publisher: Presses pocket, 1988. ISBN: 2253046345. Publisher series no: 708. Book ID: 4738. 265 sections.	4738	708
28-25	28	25	Histoires à jouer - A travers les siècles		Aventure en Terre Sainte			Aventure en Terre Sainte. Author: Joël Gourdon. Publisher: Librairie Générale Française, 1988. ISBN: 2253046825. Publisher series no: 715. Book ID: 4778. 173 sections.	4778	715
28-26	28	26	Histoires à jouer - Quatrième dimension		Pris sur le vif			Pris sur le vif. Author: Fabrice Cayla, Jean-Pierre Pecau. Publisher: Librairie Générale Française, 1988. Publisher series no: 679. Book ID: 4586.	4586	679
28-27	28	27	Histoires à jouer - A travers les siècles		Guerre des tribus, La			Guerre des tribus, La. Author: Dominique Tellier. Publisher: Librairie Générale Française, 1988. ISBN: 2253047244. Publisher series no: 715. Book ID: 4779. 181 sections.	4779	715
28-28	28	28	Sortilèges		Tours de Rexor, Les			Tours de Rexor, Les. Translator: Michel Pagel. Publisher: Librairie Générale Française, 1987. ISBN: 2253042390. Publisher series no: 593. Book ID: 4037. 55 sections plus introduction.	4037	593
28-29	28	29	Sortilèges		Miroir d'Aphrodite, Le			Miroir d'Aphrodite, Le. Translator: Michel Pagel. Publisher: Librairie Générale Française, 1987. ISBN: 2253043478. Publisher series no: 593. Book ID: 4038. 42 sections plus introduction.	4038	593
28-30	28	30	Enchanteurs et chevaliers		Forêt des rêves maudits, La			Forêt des rêves maudits, La. Author: Michel Pagel. Publisher: Librairie Générale Française, 1987. ISBN: 2253042358. Publisher series no: 700. Book ID: 4684. 77 sections (plus weapon and spell information).	4684	700
28-31	28	31	Loi du sabre, La		Marque du samouraï, La			Marque du samouraï, La. Author: Jean-Luc Cambier, Doug Headline, Éric Verhoest. Publisher: Librairie Générale Française, 1987. ISBN: 2253042471. Publisher series no: 691. Book ID: 4648. 446 sections.	4648	691
28-32	28	32	Loi du sabre, La		Monastère oublié, Le			Monastère oublié, Le. Author: Jean-Luc Cambier, Doug Headline, Éric Verhoest. Publisher: Librairie Générale Française, 1987. ISBN: 225304248X. Publisher series no: 691. Book ID: 4649. 400 sections.	4649	691
28-33	28	33	Loi du sabre, La		Guerriers du feu, Les			Guerriers du feu, Les. Author: Jean-Luc Cambier, Éric Verhoest. Publisher: Librairie Générale Française, 1987. ISBN: 2253044474. Publisher series no: 691. Book ID: 4650. 360 sections.	4650	691
28-34	28	34	Sindbad le Magnifique		Prince des voleurs, Le			Prince des voleurs, Le. Author: Doug Headline, Michel Pagel, Fred Gordon. Publisher: Hachette, 1987. ISBN: 2253042498. Publisher series no: 323. Book ID: 4381. 320 sections.	4381	323
28-35	28	35	Légendes et maléfices		Naissance du mal, La			Naissance du mal, La. Author: Doug Headline, Stéphane Salvetti. Publisher: Hachette, 1987. ISBN: 2253042501. Publisher series no: 313. Book ID: 4382. 343 sections.	4382	313
28-36	28	36	Epervier, L'		Qui est le traître? Translator: Dominique Monrocq			Qui est le traître? Translator: Dominique Monrocq. Publisher: Hachette, 1987. ISBN: 2253044350. Publisher series no: 596. Book ID: 4063. 420 sections.	4063	596
28-37	28	37	Saga du Prêtre Jean, La		forteresse d'Alamuth, La			forteresse d'Alamuth, La. Author: Doug Headline, Dominique Monrocq. Publisher: Hachette, 1986. ISBN: 2010116976. Publisher series no: 315. Book ID: 4373. 376 pages (671 sections).	4373	315
28-38	28	38	Saga du Prêtre Jean, La		œil du Sphinx, L'			œil du Sphinx, L'. Author: Dominique Monrocq, Doug Headline. Publisher: Hachette, 1986. ISBN: 2010116984. Publisher series no: 315. Book ID: 4374. 376 pages (583 sections).	4374	315
28-39	28	39	Saga du Prêtre Jean, La		mines du roi Salomon, Les			mines du roi Salomon, Les. Author: Michel Pagel, Dominique Monrocq, Doug Headline. Publisher: Hachette, 1986. ISBN: 2010117255. Publisher series no: 315. Book ID: 4375. 580 sections.	4375	315
28-40	28	40	Saga du Prêtre Jean, La		mysteres de Babylone, Les			mysteres de Babylone, Les. Author: Doug Headline, Jacques Collin. Publisher: Hachette, 1986. ISBN: 2010117247. Publisher series no: 315. Book ID: 4376. 500 sections.	4376	315
28-41	28	41	Superpouvoirs		Nuit du météore, La			Nuit du météore, La. Author: Doug Headline, Dominique Monrocq. Publisher: Hachette, 1986. ISBN: 2010119967. Publisher series no: 712. Book ID: 4744. 420 sections.	4744	712
28-42	28	42	Superpouvoirs		Masque Jaune			Masque Jaune. Author: Doug Headline, Dominique Monrocq. Publisher: Hachette, 1986. ISBN: 2010119975. Publisher series no: 712. Book ID: 4745. 440 sections.	4745	712
28-43	28	43	Saga du Prêtre Jean, La		adorateurs du Mal, Les			adorateurs du Mal, Les. Author: Doug Headline, Dominique Monrocq, Jacques Collin. Publisher: Hachette, 1987. ISBN: 2010119924. Publisher series no: 315. Book ID: 4377. 465 sections.	4377	315
28-44	28	44	Super Héros Marvel, Les		Spiderman, La Ville sans lumière			Spiderman, La Ville sans lumière. Translator: Jean Esch. Publisher: Hachette, 1987. ISBN: 2010127021. Publisher series no: 705. Book ID: 4720. 209 sections.	4720	705
28-45	28	45	Super Héros Marvel, Les		Captain America, Sous le feu des missiles			Captain America, Sous le feu des missiles. Translator: Jean Esch. Publisher: Hachette, 1987. ISBN: 201012703X. Publisher series no: 705. Book ID: 4721. 215 sections.	4721	705
28-46	28	46	Car Wars		fond la caisse, A			fond la caisse, A. Translator: Jean Esch. Publisher: Hachette, 1987. ISBN: 2010127048. Publisher series no: 569. Book ID: 3887. 400 sections (plus introduction).	3887	569
28-47	28	47	Super Héros Marvel, Les		Serval, La Nuit du fauve			Serval, La Nuit du fauve. Publisher: Hachette, 1987. ISBN: 2010129873. Publisher series no: 705. Book ID: 4722. 265 sections.	4722	705
28-48	28	48	Car Wars		Panne sèche			Panne sèche. Translator: Jean Esch. Publisher: Hachette, 1987. ISBN: 2010129865. Publisher series no: 569. Book ID: 3886. 400 sections (plus introduction).	3886	569
29-01	29	01	Petits Retz pédagogiques, Les		Labyrinthe d'Atlas, Le			Labyrinthe d'Atlas, Le. Author: Dominique Grandpierre. Publisher: Retz, 1986. ISBN: 2725611733. Publisher series no: 717. Book ID: 4783. 268 sections.	4783	717
29-02	29	02	Petits Retz pédagogiques, Les		Labyrinthe aux mille calculs, Le			Labyrinthe aux mille calculs, Le. Author: Pierre Rossano. Publisher: Retz, 1987. ISBN: 2725611806. Publisher series no: 717. Book ID: 4786. 145 sections.	4786	717
29-03	29	03	Petits Retz pédagogiques, Les		Labyrinthe de Grammex, Le			Labyrinthe de Grammex, Le. Author: Christian Lamblin. Publisher: Retz, 1988. ISBN: 2725612284. Publisher series no: 717. Book ID: 4789. 242 sections.	4789	717
29-04	29	04	Petits Retz pédagogiques, Les		Labyrinthe d'Anglomania, Le			Labyrinthe d'Anglomania, Le. Author: Ruth Huart. Publisher: Retz, 1988. ISBN: 2725612357. Publisher series no: 717. Book ID: 4788. 349 sections.	4788	717
29-05	29	05	Petits Retz pédagogiques, Les		Labyrinthe d'Errare, ou les pièges de l'orthographe, Le			Labyrinthe d'Errare, ou les pièges de l'orthographe, Le. Author: Dominique Grandpierre. Publisher: Retz, 1986. ISBN: 272561158X. Publisher series no: 717. Book ID: 4784. 350 sections.	4784	717
29-06	29	06	1 Contre 1		revanche du dragon rouge, La			revanche du dragon rouge, La. Translator: Olivier Meyer. Publisher: Solar, 1986. ISBN: 2263011234. Publisher series no: 406. Book ID: 4616. 159 pages per book.	4616	406
29-07	29	07	Donjons and dragons, niveau avance		Voleur de Karass, Le			Voleur de Karass, Le. Translator: Philippe Bertin. Publisher: Solar, 1985. ISBN: 2263010823. Publisher series no: 405. Book ID: 2351. 189 pages (202 sections).	2351	405
29-08	29	08	Quêtes sans fin, Les		Montagne des miroirs, La			Montagne des miroirs, La. Translator: Jean-Louis Festjens. Publisher: Solar, 1984. ISBN: 2263008640. Publisher series no: 595. Book ID: 4048. 153 pages.	4048	595
29-09	29	09	Quêtes sans fin, Les		Colonnes de Pentergarn, Les			Colonnes de Pentergarn, Les. Translator: Jean-Louis Festjens. Publisher: Solar, 1984. ISBN: 2263008659. Publisher series no: 595. Book ID: 4049. 153 pages.	4049	595
29-10	29	10	Quêtes sans fin, Les		Donjon du mal, Le			Donjon du mal, Le. Translator: Christine Logette. Publisher: Solar, 1985. ISBN: 2263010440. Publisher series no: 595. Book ID: 4057. 156 pages.	4057	595
29-11	29	11	Quêtes sans fin, Les		Tarzan et le puits aux esclaves			Tarzan et le puits aux esclaves. Translator: Philippe Rouard. Publisher: Solar, 1986. ISBN: 2263010807. Publisher series no: 595. Book ID: 4061. 157 pages.	4061	595
29-12	29	12	Donjons and dragons, niveau avance		Epreuve de la tour noire, L'			Epreuve de la tour noire, L'. Translator: Philippe Rouard. Publisher: Solar, 1985. ISBN: 226301098X. Publisher series no: 405. Book ID: 2353. 187 pages (226 sections plus epilogue).	2353	405
29-13	29	13	Donjons and dragons, niveau avance		Défi du Ninja, Le			Défi du Ninja, Le. Translator: Christian Bounay. Publisher: Solar, 1985. ISBN: 2263010971. Publisher series no: 405. Book ID: 2354. 188 pages (233 sections).	2354	405
29-14	29	14	Challenge des étoiles, Le		Guerre des soleils, La			Guerre des soleils, La. Author: Sophie de Vogelas. Publisher: Gallimard, 1986. ISBN: 2070310841. Publisher series no: 724. Book ID: 4864. 110 pages.	4864	724
29-15	29	15	Enquêtes policières		Message du mort et la bande des quatre, Le			Message du mort et la bande des quatre, Le. Translator: Isabelle Lesur. Publisher: Gallimard, 1986. ISBN: 2070311120. Publisher series no: 721. Book ID: 4818. 78 sections.	4818	721
29-16	29	16	Enquêtes policières		Faussaire et la bande des Quatre, Le			Faussaire et la bande des Quatre, Le. Translator: Isabelle Lesur. Publisher: Gallimard, 1986. ISBN: 2070311139. Publisher series no: 721. Book ID: 4819. 72 sections.	4819	721
29-17	29	17	Enquêtes policières		Disparition de Laloupe et la bande des Quatre, La			Disparition de Laloupe et la bande des Quatre, La. Translator: Isabelle Lesur. Publisher: Gallimard, 1986. ISBN: 2070311147. Publisher series no: 721. Book ID: 4820. 83 sections.	4820	721
29-18	29	18	Enquêtes policières		Homme en rouge et la bande des Quatre, L'			Homme en rouge et la bande des Quatre, L'. Translator: Sophie de Vogelas. Publisher: Gallimard, 1986. ISBN: 2070311155. Publisher series no: 721. Book ID: 4821. 95 sections.	4821	721
